platform,review,rating,tanggal,sentiment,review_clean,aspect_index,aspek
EasyCash,"walaupun dapat limit kecil, sy ucapkan terimakasih",5,2026-05-24 7:17:35,Positif,walaupun batas pinjam kecil ucap terima,0,Kecepatan Pencairan & Kemudahan
EasyCash,waw proses pencarian super kilat di bandingkan apk pinjaman yang lain juga nggak ribet,5,2026-05-15 13:47:26,Positif,wow proses cari super kilat banding pinjam enggak ribet,0,Kecepatan Pencairan & Kemudahan
EasyCash,what an incomparable pleasure in the world😭😅,5,2026-05-26 5:34:37,Negatif,apa an incomparable pleasure in the world,3,"Penagihan, Bunga & Cicilan Bulanan"
EasyCash,wkt itu sy pinjam 600rb dr easycast dan sy bayar lunas dalm wkt ga nyampe satu minggu tp ketika sy ajukan kembali sy di tolak terus...mungkin klo kita pinjam dan bayar lagsung lunas ga di bolehkan kali ya...aneh padahal kita menguntungkan bank...jadi ga nyaman,1,2026-02-22 10:28:43,Negatif,waktu pinjam ribu easycast bayar lunas waktu tidak satu minggu aju tolak mungkin pinjam bayar lagsung lunas tidak kali aneh padahal untung bank tidak nyaman,2,Penolakan Pengajuan & Batas Limit
EasyCash,woi itu apaan dah easy plus kok tiba tiba ada tagihan 100 minjem kaga kok muncul tagihan 100 RB tolong dong itu dihilangkan,1,2026-04-20 9:20:29,Negatif,woi apa plus tiba tiba tagih pinjam tidak muncul tagih ribu hilang,3,"Penagihan, Bunga & Cicilan Bulanan"
EasyCash,"woyy aku ga ikut ngutang ya ngapain telepon²mulu sihh ganggu bgt yaa,udah dibilangin berkali² salah sambung tetep telpon terus dengan ganti² nomor maunya apa sihh ,makanya kalo mau masukin nomor lain atau kontak darurat di cek dulu siapa tau orang lain masukin ngawur atau acak ,gaada kode²sialan yg masuk ya tiba² jadi kontak darurat,yang bener bikin aplikasi jangan ngawurr!!! sekali lagii jangan telpon sayaaa saya tidak suka!!! tk laporin juga ni apk!",1,2026-04-24 4:31:20,Negatif,oi tidak ikut utang apa telepon mulu ganggu kali salah sambung tetap telepon ganti nomor apa makanya masuk nomor kontak darurat cek dulu siapa tau orang masuk ngawur acak tidak kode sial masuk tiba kontak darurat benar bikin jangan ngawurr sekali jangan telepon sayaaa tidak suka tk lapor,1,Keamanan Data & Permasalahan Akun
EasyCash,yaaa saat di butuh kan tidak bisa membantu..pembayaran tidak pernah telat tp saat mau pinjam to skor kredit buruk...saya cek skor kredit saya sumua lancar dan tidak ada kendala...mihon segera di evaluasi kembali,1,2026-05-04 0:46:04,Negatif,butuh tidak bantu bayar tidak pernah lambat pinjam to skor kredit buruk cek skor kredit sumua lancar tidak kendala mihon segera evaluasi,2,Penolakan Pengajuan & Batas Limit
EasyCash,"yahh easy cash payah, padahal bayar tagihannya ga pernah telat, selalu kurang 1 hari dari jatuh tempo, tetapi sekarang malah gapernah dikasih pinjem lagi, pelit banget nih aplikasi, sempak",1,2026-05-15 11:13:11,Negatif,payah padahal bayar tagih tidak pernah lambat selalu kurang hari jatuh tempo sekarang malah tidak pernah pinjam pelit sempak,2,Penolakan Pengajuan & Batas Limit
EasyCash,"yang belum daftar mending jangan mau, hapus data dan akunnya ribet banget bener2 ribet kudu print segala macem nyesel banget iseng daftar ternyata berbahaya banget 😭",1,2026-05-18 5:59:31,Negatif,belum daftar mending jangan hapus data akun ribet benar ribet print segala macam sesal iseng daftar nyata bahaya,1,Keamanan Data & Permasalahan Akun
EasyCash,"yg blum instal mending jangan,,ini aplikasi menjebak...masa pinjaman sudah di lunasi sebelum jatuh tempo.kita pelunasan mau ngajuin lagi mala ditolah.bener2 menjebak.sudah bunga besar.buat yg blum terjebak mending jangan",1,2026-03-29 5:15:15,Negatif,belum instal mending jangan jebak masa pinjam lunas belum jatuh tempo lunas aju mala dito benar jebak bunga besar belum jebak mending jangan,2,Penolakan Pengajuan & Batas Limit
EasyCash,"yg botullah easy cash masa udh daftar udh ada limit mau dicairkan malah jadi 0 limitnya gabisa keterangannya, yg betul2 ajala easy cash",2,2026-01-02 14:58:22,Negatif,botullah masa daftar batas pinjam cair malah limit tidak terang betul ajala,2,Penolakan Pengajuan & Batas Limit
EasyCash,yg penting amanah GK di persulit,5,2026-05-21 7:18:24,Positif,penting amanah tidak sulit,0,Kecepatan Pencairan & Kemudahan
EasyCash,yg terhormat bapak / Ibu ... pinjaman pertama memang benar di kasih setelah lunas saya ajuin lagi ke 2 kali.nya di tolak alesan skor kredit ... di tunggu dalam 15 hari saya tunggu tgal 23 feb 2026 pas ajuin di tolak lagi alesan skor kredit... tolong iya data saya jngn salah gunakan dan mulai hari ini 23 feb 2026 saya tidak ada pinjaman di aplikasi easycah terimakasih,5,2026-02-23 13:05:09,Negatif,hormat bapak ibu pinjam pertama memang benar lunas ajuin kali tolak alas skor kredit tunggu hari tunggu tgal februari ajuin tolak alas skor kredit iya data jangan salah mulai hari februari tidak pinjam easycah terima,2,Penolakan Pengajuan & Batas Limit
EasyCash,yhh elah pengajuan gua di tolak hadehh padahal limit gua kecil,1,2026-06-04 5:13:03,Negatif,yhh alah aju tolak aduh padahal batas pinjam kecil,2,Penolakan Pengajuan & Batas Limit
EasyCash,"z sudah lunasi ,pembyaranku lancar sebelum jatuh tempo,sudah d kasih limit pas mau pengajuan langsung d tolak, aplikasi TDK jelas.tolong berkas2ku d hapus dan jgn d salahgunakan",2,2026-02-15 0:37:49,Negatif,z lunas pembyaranku lancar belum jatuh tempo batas pinjam aju langsung tolak tidak jelas berkas hapus jangan salahgunakan,2,Penolakan Pengajuan & Batas Limit
Kredivo,", kenapa limit saya tiba tiba tidak ada? pdhl kmrn masih ada, dan kenapa setiap saya bayar yg tenor 1 bulan kok tidak nambah limit saya trus tau2 nol? pada hal saya bayar tidak lewat jatuh tempo, katanya 1x24 jam akan balik tp ini sudah lebih dari 1x24 jam, hbngi cs juga tidak memuaskan jawabannya malah judes cs nya",5,2026-05-05 22:16:51,Negatif,batas pinjam tiba tiba tidak padahal kemarin tiap bayar jangka waktu bulan tidak tambah batas pinjam tau nol bayar tidak lewat jatuh tempo x jam balik lebih x jam hbngi customer service tidak muas jawab malah judes customer service,2,Penolakan Pengajuan & Batas Limit
Kredivo,1 saja bintangnya cukup karena penilaian terhadap konsumen juga tidak objektif,1,2026-05-16 14:34:35,Negatif,cukup nilai hadap konsumen tidak objektif,2,Penolakan Pengajuan & Batas Limit
Kredivo,10x daftar gagal terus padahal belum pernah pinjam kemana mana,1,2026-06-07 8:31:48,Negatif,x daftar gagal padahal belum pernah pinjam mana mana,2,Penolakan Pengajuan & Batas Limit
Kredivo,"2 bintang dlu, pengajuan pinjaman saya d tolak, padahal sya bru saja melunasi pinjaman saya sblmnya dan sy tidak pernah terlmbt membayar, limit sya jg lumayan tinggi tp pinjaman dtolak🙄",2,2026-05-03 1:05:49,Negatif,dulu aju pinjam tolak padahal baru lunas pinjam belum tidak pernah terlmbt bayar batas pinjam lumayan tinggi pinjam dtolak,2,Penolakan Pengajuan & Batas Limit
Kredivo,"2 bulan yang lalu pernah salah akun,untuk pembayaran.dari pihak kredivo mau di bantu untuk pengembalian.tapi sampai saat ini belum ada tanggapan,terima kasih kredivo,,,",4,2026-04-04 2:46:49,Negatif,bulan pernah salah akun bayar pihak bantu belum tanggap terima,1,Keamanan Data & Permasalahan Akun
Kredivo,"2 tahun gak pernah telat lebih dari 5 hari, itupun telat selalu bayar full dengan dendanya, giliran baru 1 kali telat 12 hari cs nya chatnya kasarnya nauzubillah, padahal telat pun bukannya gak didenda, dan kita pun bukannya gak respon, dibilang gak kooperatif, kalau gak kooperatif itu menghilang tanpa kabar, gak bisa dihubungi !! kecewa kali, banyak akun pinjol lain tapi memilih keedivo karna kupikir berbeda, penagihan lebih beradap, kita telat pun full kok bayar dengan dendanya !!!",1,2026-02-13 5:07:56,Negatif,tahun tidak pernah lambat lebih hari lambat selalu bayar full denda gilir baru kali lambat hari customer service chatnya kasar nauzubillah padahal lambat bukan tidak denda bukan tidak respon tidak kooperatif tidak kooperatif hilang kabar tidak hubung kecewa kali banyak akun pinjam online pilih keedivo pikir beda tagih lebih adap lambat full bayar denda,2,Penolakan Pengajuan & Batas Limit
Kredivo,2 x ditolak menunggu 3 bulan again,1,2026-05-15 9:38:09,Negatif,x tolak tunggu bulan again,2,Penolakan Pengajuan & Batas Limit
Kredivo,2026 langkah awal limit ku naik 50jt. untuk belanja dan untuk pinjaman tunai ...kredivo memang ok ...belanja ga pake.ribet tinggal klik barcode nya ...ok,5,2026-04-28 4:47:06,Positif,langkah awal batas pinjam naik juta belanja pinjam tunai memang oke belanja tidak ribet tinggal klik barcode oke,2,Penolakan Pengajuan & Batas Limit
Kredivo,2tahun 3bulan saya bersama kredivo angsuran tidak pernah telat bayar sehari pun tapi sewaktu bulan jan 2026 kredit score saya yang dari A di turunkan ke C yang tadinya ingin membayar harus kecewa dengan perubahan kredit score akhirnya saya memutuskan untuk tidak membayar agar jadi pelajaran kredivo kedepan mana KONSUMEN loyalitas mana konsumen tidak loyal saya akan bayar setelah 2 tahun 3 bulan sesuai waktu saya memberi loyalitas kepada kredivo bgi yng kecewa dengan sistem krdivo ikuti cr ini.,2,2026-06-04 2:06:49,Negatif,tahun bulan sama angsur tidak pernah lambat bayar hari waktu bulan jangan kredit score a turun c tadi bayar kecewa ubah kredit score akhir putus tidak bayar ajar depan mana konsumen loyalitas mana konsumen tidak loyal bayar tahun bulan sesuai waktu beri loyalitas kecewa sistem krdivo ikut cristiano ronaldo,2,Penolakan Pengajuan & Batas Limit
Kredivo,"3 bintang dulu, soal nya blm di ACC udah beberapa kali coba pinjam gagal terus",3,2026-03-18 2:35:56,Negatif,dulu soal belum tuju beberapa kali coba pinjam gagal,2,Penolakan Pengajuan & Batas Limit
Kredivo,"4th bersama kredivo...untuk belanja online sangat bisa diandalkan, untuk pinjaman tunai, bunganya paling rendah dibanding aplikasi pinjol lain...kredivo the best",5,2026-03-14 13:56:58,Positif,tahun sama belanja online andal pinjam tunai bunga paling rendah banding pinjam online the best,0,Kecepatan Pencairan & Kemudahan
Kredivo,abis di bayar mlah kena blokir permanen kacau mania,1,2026-06-07 20:34:30,Negatif,habis bayar malah kena blokir permanen kacau mania,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,"abis melunasi pembayaran ngk bisa injam lagi padahal ngk nunggak ,pembayaran tepat waktu,udah 2 Minggu lebih menunggu",1,2026-06-08 21:24:46,Negatif,habis lunas bayar tidak injam padahal tidak tunggak bayar tepat waktu minggu lebih tunggu,2,Penolakan Pengajuan & Batas Limit
Kredivo,ada apa dgn kredivo tiba2 limit naik dan dr kmarin saya g bisa transaksi di apk kredivo pas td pagi saya kage liat limit Rp 0 limitnya hilang..ada apa dengan kredivo tolong diperbaiki lagi saya sudah 2th lebih pake kredivo tp limit masih mentok g bertambah,5,2026-05-02 5:04:41,Negatif,apa tiba batas pinjam naik kemarin tidak transaksi tadi pagi kage lihat batas pinjam rupiah limit hilang apa baik tahun lebih batas pinjam mentok tidak tambah,2,Penolakan Pengajuan & Batas Limit
Kredivo,"ada banyak keuntungan,angsuran 12 dpat potongan 2 bulan kalau pembayaran lancar",5,2026-03-25 5:56:42,Positif,banyak untung angsur potong bulan bayar lancar,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,"ada limit 7jt tapi gak bisa buat transaksi yg di bawah 5jt , aplikasi aneh",1,2026-03-22 2:29:45,Negatif,batas pinjam juta tidak transaksi bawah juta aneh,2,Penolakan Pengajuan & Batas Limit
Kredivo,"ada limit gabisa dipake , padahal tagihan yg blm jatuh tempo hanya 100rb .",1,2026-05-25 0:43:09,Negatif,batas pinjam tidak padahal tagih belum jatuh tempo ribu,2,Penolakan Pengajuan & Batas Limit
Kredivo,ada limit juga percuma ga bisa di pake .score c ..apa coba ..KECEWA ...sampai saat ini saya slalu bayar tagihan ...udah lebih 2 thn pake apk ini ..tapi sekarang ribet ..limit ada juga percuma ga bisa beli apa apa ..RIBET,1,2026-06-08 23:26:29,Negatif,batas pinjam percuma tidak score c apa coba kecewa selalu bayar tagih lebih tahun sekarang ribet batas pinjam percuma tidak beli apa apa ribet,2,Penolakan Pengajuan & Batas Limit
Kredivo,ada limit tapi gak bisa di gunakan mantaappppp,5,2026-04-06 15:42:18,Negatif,batas pinjam tidak mantaappppp,2,Penolakan Pengajuan & Batas Limit
Kredivo,"ada pinjaman 12bulan tetapi saat bencana sumatra utara sibolga hilang jaringan, padam listrik berapa hari sehingga lewat jatuh tempo, tetapi langsung dikenakan denda 2 bulan pembayaran, tidak ada kompensasi padahal ga pernah lewat jatem ini karena bencana.",1,2026-05-18 14:38:26,Negatif,pinjam bulan bencana sumatra utara sibolga hilang jaring padam listrik berapa hari lewat jatuh tempo langsung kena denda bulan bayar tidak kompensasi padahal tidak pernah lewat jatem bencana,2,Penolakan Pengajuan & Batas Limit
Kredivo,"admin yangTLP nya ga sopan. bicara pake nada tinggi, dan chat pake nomber pribadi, bukan no kredivo nya! tolong diperbaiki admin nya, apk lain tidak ada tuh yang ngomong pake nada tinggi udah gitu dendanya besar bangetttt apk hijau telat sehari cuman 1000 dendanya kalo adminnya ga pake nada tinggi bicaranya, saya ga akan kasih bintang 1 tadinya saya puas dengan kredivo tapi sekarang saya kecewa, karna admin tidak sopan!",1,2026-03-14 4:56:19,Negatif,administrasi yangtlp tidak sopan bicara nada tinggi chat nomber pribadi bukan no baik administrasi tidak bicara nada tinggi denda besar hijau lambat hari denda adminnya tidak nada tinggi bicara tidak tadi puas sekarang kecewa administrasi tidak sopan,1,Keamanan Data & Permasalahan Akun
Kredivo,Agak bingung dibuat kredivo ini.byr tepat waktu tidak pernah telat.dilunasin sebelum waktunya.tapi limit pinjaman kok malah turun.jadi heran,3,2026-04-08 3:42:13,Negatif,bingung bayar tepat waktu tidak pernah lambat dilunasin belum waktu batas pinjam pinjam malah turun heran,2,Penolakan Pengajuan & Batas Limit
Kredivo,"akan ada 🌟 5 kalau sistem pelunasan di optimalkan,jujur saya masih terkendala di cara pelunasan tagihan,contoh kita mau bayar tagihan kredifazz aja,tapi harus di campur dengan tagihan lain,tidak bisa di bayar yg itu aja,jadi mungkin bisa di revisi lagi",2,2026-03-10 6:06:05,Negatif,sistem lunas optimal jujur kendala cara lunas tagih contoh bayar tagih kredifazz campur tagih tidak bayar mungkin revisi,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,Akses nya mudah dan tdk ribet.bunga nya pun msh terjangkau,5,2026-03-25 2:33:07,Positif,akses mudah tidak ribet bunga jangkau,0,Kecepatan Pencairan & Kemudahan
Kredivo,Aktifasi Lebih Mudah Layanan dan Respon sangat baik dan saya terbantu Sangat di Rekomendasikan Thanks Admin,5,2026-03-21 16:40:02,Positif,aktifasi lebih mudah layan respon baik bantu rekomendasi terima administrasi,0,Kecepatan Pencairan & Kemudahan
Kredivo,"aku amanah, ketemu tempat pinjaman yg ramah dan enk jdi cocok kalo lagi ada kebutuhan mendadak ky renov rumah",5,2026-05-15 6:34:32,Positif,amanah ketemu tempat pinjam ramah enak cocok butuh dadak ky renov rumah,0,Kecepatan Pencairan & Kemudahan
Kredivo,"aku ga pernah minjam sama sekali, cuman download aplikasi, tp hpku trus ditlfon dc pinjol² termasuk disebar ke pinjol lain, aplikasi terjijik paling jijik sama aplikasi begini, jangan sekali² nelfon no hp ku lagi, sangat² terganggu",1,2026-03-03 9:34:17,Negatif,tidak pernah pinjam sama sekali unduh hpku ditlfon debt collector masuk sebar pinjam online jijik paling jijik sama begini jangan sekali telpon no handphone ganggu,1,Keamanan Data & Permasalahan Akun
Kredivo,aku pengguna kredivo aktif. barusan aja transaksi beli pulsa spt biasa dapat hadiah box .kaget bgt dapat 1 juta point. tiba-tiba berubah jadi 1000 point dalam hitungan detik. sangat merasa di khianati sama kredivo. ga nyangka aku sangat2 kecewa. tolong diperbaiki. andai aku screenshoot mungkin aku punya bukti nya. bener2 ga nyangka kredivo akan spt ini. tolong diperbaiki lagi,1,2026-01-10 22:52:30,Negatif,aktif barusan transaksi beli pulsa surat pemberitahuan tahun biasa hadiah box kaget juta point tiba tiba ubah point hitung detik rasa khianat sama tidak sangka kecewa baik andai screenshoot mungkin punya bukti benar tidak sangka surat pemberitahuan tahun baik,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,"Aku pengguna Lama dan tidak pernah nunggak, bayar tagihan selalu tepat waktu.. akun sudah premium dan sudah finalis tapi limit malah di 0 kan",1,2026-05-10 7:49:42,Negatif,lama tidak pernah tunggak bayar tagih selalu tepat waktu akun premium final batas pinjam malah,2,Penolakan Pengajuan & Batas Limit
Kredivo,aku suka pakai kredivo beli barang tanpa ada bungaa huhuhu baru bisa di kurangin pakai point kita yg terkumpul niceeee🫰🏻,5,2026-04-20 14:34:30,Positif,suka beli barang bungaa huhu baru kurang point kumpul niceeee,1,Keamanan Data & Permasalahan Akun
Kredivo,"aku suka,b sebagai pengguna hampir 15 thun selalu pakai kredivo",5,2026-06-07 16:26:44,Positif,suka b bagai hampir tahun selalu,2,Penolakan Pengajuan & Batas Limit
Kredivo,aku umry kredit lancar di kredivo tetapi saat top up pengajuan di tolak.saya sangat senang karna saya di tolak pinjaman saya.mohon setelah satu bulan kedepan kalau saya pengajuan lagi tolak aja biar saya tidak menanggung pinjaman yang bunga nya sudah saya bantu kredivo kaya.saya saya sudah dua tahun lebih jadi nasabah kredivo tetapi saat pengajuan top up saya di tolak.alhamdulilah saya tidak memikirkan angsuran kredivo.pokoknya tolak aja kalau saya mau top up pinjaman iya bos qu,1,2026-06-08 18:03:04,Negatif,umry kredit lancar top up aju tolak senang tolak pinjam mohon satu bulan depan aju tolak biar tidak tanggung pinjam bunga bantu tahun lebih nasabah aju top up tolak alhamdulillah tidak pikir angsur pokok tolak top up pinjam iya bos,2,Penolakan Pengajuan & Batas Limit
Kredivo,"akun aktif dan limit 9 juta lebih tpi gk bisa transaksi apa2 bahkan buat beli token 20 ribu aja gk bisa ( gagal terus) ,terus buat apa aplikasinya. tanya CS live jawabannya itu2 mulu.",1,2026-04-04 1:35:35,Negatif,akun aktif batas pinjam juta lebih tidak transaksi apa bahkan beli token ribu tidak gagal apa tanya customer service live jawab mulu,1,Keamanan Data & Permasalahan Akun
Kredivo,akun baru bisa langsung pinjam 50jt,5,2026-06-06 7:33:40,Positif,akun baru langsung pinjam juta,2,Penolakan Pengajuan & Batas Limit
Kredivo,"Akun baru dibuat kurang dari 24 jam dan belum pernah digunakan dan tidak ada transaksi apapun, namun tidak ada opsi penghapusan akun. CS hanya memberikan jawaban umum tanpa solusi konkret. Ini menunjukkan kurangnya transparansi dan fleksibilitas terhadap pengguna baru. Mohon pihak Kredivo memperbaiki kebijakan dan respons layanan.",2,2026-03-27 12:26:44,Negatif,akun baru kurang jam belum pernah tidak transaksi apa tidak opsi hapus akun customer service beri jawab umum solusi konkret tunjuk kurang transparansi fleksibilitas hadap baru mohon pihak baik bijak respons layan,1,Keamanan Data & Permasalahan Akun
Kredivo,akun ditangguhkan secara permanen gara gara telat bayar sayang bangett ya sudah lah,1,2026-05-24 13:04:27,Negatif,akun tangguh cara permanen gara gara lambat bayar sayang,1,Keamanan Data & Permasalahan Akun
Kredivo,Akun saya d bekukan pdahal ga ada pinjeman aneh2 ja,1,2026-05-22 11:34:30,Negatif,akun beku padahal tidak pinjeman aneh,2,Penolakan Pengajuan & Batas Limit
Kredivo,"akun saya di bekukan alias di blokir,",1,2026-05-17 3:48:41,Negatif,akun beku alias blokir,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,"akun saya di blokir permanen, dengan alasan keamanan. padahal saya tidak pernah telat bayar ataupun itu",1,2026-05-24 6:47:16,Negatif,akun blokir permanen alas aman padahal tidak pernah lambat bayar,2,Penolakan Pengajuan & Batas Limit
Kredivo,"akun saya knp tidah"" ada tagian token listrik sebesar 100rb pada saya tidak perna memasukan pin dan ini udh ke 2 kali nya tolong hapus nomer token tersebut",1,2026-04-24 5:45:02,Negatif,akun tidak tagian token listrik besar ribu tidak pernah pasu pin kali hapus nomer token sebut,1,Keamanan Data & Permasalahan Akun
Kredivo,akun saya telat bayar tapi lgsg ditangguhkan permanen.. kok masih lebih enak aplikasi orange,1,2026-04-04 10:29:21,Negatif,akun lambat bayar langsung tangguh permanen lebih enak orange,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,akun saya tenor 9 bulan. sudah bayar 1x tapi tagihan tetap kurang 9x. jadinya saya harus bayar 10 bulan dong. saya kasih bintang 1 dulu. kalo sudah dibenahi baru tambah bintang 5,1,2026-06-05 2:18:25,Negatif,akun jangka waktu bulan bayar x tagih tetap kurang x bayar bulan dulu benah baru tambah,3,"Penagihan, Bunga & Cicilan Bulanan"
Kredivo,Akun sayaa tidak bisa memesan semua fitur di no aktifkan semua padahal saya gapernah telat tundakan apapun itu selalu pasti tepat jatuh tempo minta tolong kebijakannya kendala karna cuma ada orang yang masukan nomer saya di akunya dan gabayar tundakan aku saya yang kena padahal make nomer telponku itupun tanpa izin saya tolong kebijakannya yaa saya sudah berapa kali mengirim pengajuan tidak ada hasil sama sekali lebih tepatnya gaada tindakan nama saya juga bersih di Shopee gaada tundakan sama se,5,2026-06-07 17:39:34,Negatif,akun tidak mes semua fitur no aktif semua padahal tidak pernah lambat tunda apa selalu tepat jatuh tempo minta bijak kendala orang masuk nomer gabayar tunda kena padahal make nomer telpon izin bijak berapa kali kirim aju tidak hasil sama sekali lebih tepat tidak tindak nama bersih shopee tidak tunda sama se,1,Keamanan Data & Permasalahan Akun
Kredivo,akun udah senior malah di blokir permanen kecewa gw sama kredivo😭,1,2026-06-06 5:24:00,Negatif,akun senior malah blokir permanen kecewa sama,2,Penolakan Pengajuan & Batas Limit
Kredivo,Alhamdulilah kredivo sangat membantu di saat ku lg kesulitan ..,4,2026-05-18 1:12:27,Positif,alhamdulillah bantu sulit,0,Kecepatan Pencairan & Kemudahan
Kredivo,Alhamdulilah limitnya selalu bertambah karna selalu tepat waktu,5,2026-05-21 13:12:51,Positif,alhamdulillah limit selalu tambah selalu tepat waktu,2,Penolakan Pengajuan & Batas Limit
Kredivo,"alhamdulilah membantu meringankan beban, cuma ga suka aja sama yang wa ngancem ngancem, kami walaupun ga tepat waktu terbayar semua brapapun saya hutang🥺, dcnya malah baik banget bilangin dengan segan kami pun sungkan",3,2026-03-10 0:35:08,Negatif,alhamdulillah bantu ringan beban tidak suka sama wa ancam ancam walaupun tidak tepat waktu bayar semua brapapun hutang dcnya malah baik segan sungkan,0,Kecepatan Pencairan & Kemudahan
Kredivo,alhamdulilah...aplikasi ini sangat membantu untuk pengeluaran saya... terima kasih Kredivo..,5,2026-05-23 4:01:43,Positif,alhamdulillah bantu keluar terima,0,Kecepatan Pencairan & Kemudahan
Kredivo,Alhamdulillah akhirnya limit aku bisa dinaik terima kasih kredivo🙏,5,2026-05-18 4:58:07,Positif,alhamdulillah akhir batas pinjam naik terima,2,Penolakan Pengajuan & Batas Limit
Kredivo,"Alhamdulillah akhirnya saya bisa menggunakan kredivo lagi karena sampai 2 tahun lebih tidak bisa di pakai,karena sangat membantu baangeet aplk ini,thanks",5,2026-04-24 14:48:03,Positif,alhamdulillah akhir tahun lebih tidak bantu baangeet aplk terima,0,Kecepatan Pencairan & Kemudahan
Kredivo,"alhamdulillah belanja dapat potongan 50% senang banget dapat gratisan setengah nya dari harga yang tertera, makasih kredivo 😇",5,2026-06-06 17:58:28,Positif,alhamdulillah belanja potong senang gratis tengah harga tera terima,0,Kecepatan Pencairan & Kemudahan
Kredivo,Alhamdulillah biaya admin ringan. pertahankan ya. bermanfaat.,5,2026-05-18 11:35:00,Positif,alhamdulillah biaya administrasi ringan tahan manfaat,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah bisa terbantu dengan adanya apk kredivo ,,karena untuk pinjaman dana tunai tidak ada hambatan apapun,,melainkan proses cepat untuk mencairkanya",5,2026-05-06 18:19:40,Positif,alhamdulillah bantu pinjam dana tunai tidak hambat apa proses cepat mencairkanya,0,Kecepatan Pencairan & Kemudahan
Kredivo,"alhamdulillah ini pengajuan pinjaman k 2 ku, dan alhamdulillah sudah cair, bunga d kredivo juga cukup rendah, tapi limitnya belum naik",5,2026-03-31 11:39:48,Positif,alhamdulillah aju pinjam k alhamdulillah cair bunga cukup rendah limit belum naik,0,Kecepatan Pencairan & Kemudahan
Kredivo,Alhamdulillah kredivo sangat membantu dan bisa transaksi si aplikasi akun mana pun,5,2026-04-04 23:24:14,Positif,alhamdulillah bantu transaksi akun mana,0,Kecepatan Pencairan & Kemudahan
Kredivo,"alhamdulillah kredivo sangat membantu ku dan keluarga.. proses nya cuma 5 menit.. gak ribet.sangat "" membantu kesulitan ku...",5,2026-06-05 4:44:13,Positif,alhamdulillah bantu keluarga proses menit tidak ribet bantu sulit,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah kredivo sllu bntu utk smua orang & tdak bikin ribet DLL , smga sllu akses & lancar ya Aamiin aamiin Yaarraab 🤲🤲",5,2026-05-19 6:30:44,Positif,alhamdulillah selalu bantu semua orang tidak bikin ribet moga selalu akses lancar amin amin yaarraab,0,Kecepatan Pencairan & Kemudahan
Kredivo,alhamdulillah sangat membantu saat ada keperluan urgent,5,2026-05-24 10:19:41,Positif,alhamdulillah bantu perlu urgent,0,Kecepatan Pencairan & Kemudahan
Kredivo,Alhamdulillah saya terbantu dengan adanya kredvo danpermudah semuanya,5,2026-05-15 16:17:50,Positif,alhamdulillah bantu kredvo danpermudah semua,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah semoga kredivo makin lancar , kredit dengan mudah , bunga paling rendah , sangat sangat bermanfaat",5,2026-04-24 1:34:41,Positif,alhamdulillah moga makin lancar kredit mudah bunga paling rendah manfaat,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah setelah saya cari2 apk yang bisa dibutuhkan cepat untung saya Nemu apk ini.. tadi nya saya bingung mau cari pinjaman kemana ...saya lagi butuh banget buat memupuk padi,, walaupun awal pinjaman gak banyak tapi sangat membantu trimakasih Kredivo",5,2026-05-23 13:32:22,Positif,alhamdulillah cari butuh cepat untung temu tadi bingung cari pinjam mana butuh pupuk padi walaupun awal pinjam tidak banyak bantu terima,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah terimakasih kredivo sudah 2 tahunini selalu lancar ,,, saya udh pernah dapat diskon cashback Alfa. sudah mendapatkan limit pinjaman besar. sukses selalu kredivo",5,2026-02-25 2:36:58,Positif,alhamdulillah terima tahunini selalu lancar pernah diskon cashback alfa batas pinjam pinjam besar sukses selalu,2,Penolakan Pengajuan & Batas Limit
Kredivo,alhamdulillah trimakasih banyak sudah diberikan kesempatan untuk dapetin kredit di kredivo. sehingga pas ada kebtuhuan yg pingin di beli ada bantuan kredit. terimaksih banyak sekali lagi sukses selalu buat kredivo,5,2026-05-20 6:11:03,Positif,alhamdulillah terima banyak beri sempat kredit kebtuhuan beli bantu kredit terima banyak sekali sukses selalu,0,Kecepatan Pencairan & Kemudahan
Kredivo,"Alhamdulillah udh bisa blnja / co d toko Oren lewat kredivo lagi..wlo sempet kmaren' ga bisa...syg 'y kredifazz'y skrg yg ga bisa..pdahal ga prnh telat ,bayar selalu sblum tgl jatuh tempo udh bbrapa kli ngajuin d ACC trus.. cuma kmaren udh 3x ngajuin di tolak harus nunggu waktu hitung mundur",5,2026-01-11 10:38:57,Negatif,alhamdulillah belanja co toko oren lewat waduh sempat kemarin tidak sayang iya kredifazz iya sekarang tidak padahal tidak pernah lambat bayar selalu belum tanggal jatuh tempo beberapa kali aju tuju kemarin x aju tolak tunggu waktu hitung mundur,2,Penolakan Pengajuan & Batas Limit
